sport_name,team_names,date,moneyline_odds,both_score_odds,double_chance_odds,handicap_odds,dnb_odds,total_odds
HANDBALL,MKS Kalisz - Wisla Plock S A,2023-03-24 18:00:00,,"MKS Kalisz - Wisla Plock S A MKS Kalisz  15.00
24.00
MKS Kalisz - Wisla Plock S A {'ID': 5113, 'name': 'Wisla Plock S A', 'betradarID': 6598, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.01",,,,
HANDBALL,HC Midtjylland - Nordsjælland Håndbold,2023-03-24 18:30:00,,"HC Midtjylland - Nordsjælland Håndbold HC Midtjylland  2.35
7.60
HC Midtjylland - Nordsjælland Håndbold {'ID': 3669, 'name': 'Nordsjælland Håndbold', 'betradarID': 7613, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.85",,,,
HANDBALL,Redbergslids IK - Ystads IF HF,2023-03-24 19:00:00,,"Redbergslids IK - Ystads IF HF Redbergslids IK  2.90
8.40
Redbergslids IK - Ystads IF HF {'ID': 2329, 'name': 'Ystads IF HF', 'betradarID': 6354, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.57",,,,
HANDBALL,Tyresö IF - Hästö IF,2023-03-24 19:00:00,,"Tyresö IF - Hästö IF Tyresö IF  6.40
14.00
Tyresö IF - Hästö IF {'ID': 9520, 'name': 'Hästö IF', 'betradarID': 23699, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.15",,,,
HANDBALL,Västerasirsta HF - IFK Ystads HK,2023-03-24 19:00:00,,"Västerasirsta HF - IFK Ystads HK Västerasirsta HF  1.87
9.00
Västerasirsta HF - IFK Ystads HK {'ID': 9518, 'name': 'IFK Ystads HK', 'betradarID': 4098, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.20",,,,
HANDBALL,IFK Kristianstad - HK Aranäs,2023-03-24 19:00:00,,"IFK Kristianstad - HK Aranäs IFK Kristianstad  1.06
18.00
IFK Kristianstad - HK Aranäs {'ID': 2124, 'name': 'HK Aranäs', 'betradarID': 23698, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 10.00",,,,
HANDBALL,IF Hallby HK - HK Malmö,2023-03-24 19:00:00,,"IF Hallby HK - HK Malmö IF Hallby HK  1.76
7.60
IF Hallby HK - HK Malmö {'ID': 2055, 'name': 'HK Malmö', 'betradarID': 7616, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.50",,,,
HANDBALL,Önnereds HK - OV Helsingborg HK,2023-03-24 19:00:00,,"Önnereds HK - OV Helsingborg HK Önnereds HK  1.52
8.60
Önnereds HK - OV Helsingborg HK {'ID': 9524, 'name': 'OV Helsingborg HK', 'betradarID': 7617, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.05",,,,
HANDBALL,Kungälvs HK - HK Varberg,2023-03-24 19:00:00,,"Kungälvs HK - HK Varberg Kungälvs HK  1.62
9.40
Kungälvs HK - HK Varberg {'ID': 9517, 'name': 'HK Varberg', 'betradarID': 77389, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.65",,,,
HANDBALL,Vinslövs HK - Torslanda HK,2023-03-24 19:00:00,,"Vinslövs HK - Torslanda HK Vinslövs HK  1.29
11.00
Vinslövs HK - Torslanda HK {'ID': 66878, 'name': 'Torslanda HK', 'betradarID': 370786, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 4.30",,,,
HANDBALL,IFK Karlskrona - HK Drott,2023-03-24 19:00:00,,"IFK Karlskrona - HK Drott IFK Karlskrona  1.87
8.80
IFK Karlskrona - HK Drott {'ID': 2053, 'name': 'HK Drott', 'betradarID': 4101, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.20",,,,
HANDBALL,Alstermo IF - Rimbo HK Roslagen,2023-03-24 19:00:00,,"Alstermo IF - Rimbo HK Roslagen Alstermo IF  1.12
15.00
Alstermo IF - Rimbo HK Roslagen {'ID': 9425, 'name': 'Rimbo HK Roslagen', 'betradarID': 41377, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 7.00",,,,
HANDBALL,Skånela IF - Allmanna Idrottsklubben,2023-03-24 19:00:00,,"Skånela IF - Allmanna Idrottsklubben Skånela IF  1.05
18.00
Skånela IF - Allmanna Idrottsklubben {'ID': 116819, 'name': 'Allmanna Idrottsklubben', 'betradarID': 471073, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 11.00",,,,
HANDBALL,Aula Valladolid (V) - Prosetecnisa Zuazo (V),2023-03-24 19:15:00,,"Aula Valladolid (V) - Prosetecnisa Zuazo (V) Aula Valladolid (V)  1.33
11.00
Aula Valladolid (V) - Prosetecnisa Zuazo (V) {'ID': 236029, 'name': 'Prosetecnisa Zuazo (V)', 'betradarID': 177482, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.95",,,,
HANDBALL,HEI Skaering - IK Skovbakken,2023-03-24 19:45:00,,"HEI Skaering - IK Skovbakken HEI Skaering  1.53
8.20
HEI Skaering - IK Skovbakken {'ID': 26662, 'name': 'IK Skovbakken', 'betradarID': 109705, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.10",,,,
HANDBALL,Team Sydhavsoerne - Rækker Mølle Kfum,2023-03-24 20:00:00,,"Team Sydhavsoerne - Rækker Mølle Kfum Team Sydhavsoerne  1.31
8.80
Team Sydhavsoerne - Rækker Mølle Kfum {'ID': 116816, 'name': 'Rækker Mølle Kfum', 'betradarID': 170638, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 4.50",,,,
HANDBALL,Paris - Istres Ouest Provence,2023-03-24 20:00:00,,"Paris - Istres Ouest Provence Paris  1.03
22.00
Paris - Istres Ouest Provence {'ID': 16953, 'name': 'Istres Ouest Provence', 'betradarID': 6605, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 11.00",,,,
HANDBALL,USAM Nimes - OC Cesson,2023-03-24 20:00:00,,"USAM Nimes - OC Cesson USAM Nimes  1.25
11.00
USAM Nimes - OC Cesson {'ID': 3454, 'name': 'OC Cesson', 'betradarID': 36937, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 4.80",,,,
HANDBALL,Chartres Metropole Handball 28 - Limoges Hand 87,2023-03-24 20:00:00,,"Chartres Metropole Handball 28 - Limoges Hand 87 Chartres Metropole Handball 28  2.14
8.00
Chartres Metropole Handball 28 - Limoges Hand 87 {'ID': 46197, 'name': 'Limoges Hand 87', 'betradarID': 87784, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.97",,,,
HANDBALL,Dunkerque HB Grand Littoral - Montpellier Agglomeration,2023-03-24 20:00:00,,"Dunkerque HB Grand Littoral - Montpellier Agglomeration Dunkerque HB Grand Littoral  4.20
10.00
Dunkerque HB Grand Littoral - Montpellier Agglomeration {'ID': 2049, 'name': 'Montpellier Agglomeration', 'betradarID': 6601, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.30",,,,
HANDBALL,FC Barcelona - Frigorificos Morrazo,2023-03-24 20:00:00,,"FC Barcelona - Frigorificos Morrazo FC Barcelona  1.00
29.00
FC Barcelona - Frigorificos Morrazo {'ID': 3141, 'name': 'Frigorificos Morrazo', 'betradarID': 3976, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 15.00",,,,
HANDBALL,Chambray Touraine (V) - ES Besancon Feminine (V),2023-03-24 20:00:00,,"Chambray Touraine (V) - ES Besancon Feminine (V) Chambray Touraine (V)  1.30
11.00
Chambray Touraine (V) - ES Besancon Feminine (V) {'ID': 27823, 'name': 'ES Besancon Feminine (V)', 'betradarID': 34948, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 4.20",,,,
HANDBALL,SSK Talent 90 Plzen - KP Brno,2023-03-24 20:00:00,,"SSK Talent 90 Plzen - KP Brno SSK Talent 90 Plzen  1.10
14.00
SSK Talent 90 Plzen - KP Brno {'ID': 8902, 'name': 'KP Brno', 'betradarID': 43988, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 8.40",,,,
HANDBALL,Billere Handball - Sarrebourg Moselle Sud Handball,2023-03-24 20:30:00,,"Billere Handball - Sarrebourg Moselle Sud Handball Billere Handball  1.40
9.40
Billere Handball - Sarrebourg Moselle Sud Handball {'ID': 79170, 'name': 'Sarrebourg Moselle Sud Handball', 'betradarID': 395970, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.60",,,,
HANDBALL,Massy Essonne Handball - Dijon Bourgogne H B,2023-03-24 20:30:00,,"Massy Essonne Handball - Dijon Bourgogne H B Massy Essonne Handball  4.80
11.00
Massy Essonne Handball - Dijon Bourgogne H B {'ID': 4928, 'name': 'Dijon Bourgogne H B', 'betradarID': 36936, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.24",,,,
HANDBALL,Valence Handball - Caen Handball,2023-03-24 20:30:00,,"Valence Handball - Caen Handball Valence Handball  2.80
8.00
Valence Handball - Caen Handball {'ID': 46198, 'name': 'Caen Handball', 'betradarID': 133778, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.63",,,,
HANDBALL,USM Saran HB - Entente Sportive Bisontine,2023-03-24 20:30:00,,"USM Saran HB - Entente Sportive Bisontine USM Saran HB  1.17
13.00
USM Saran HB - Entente Sportive Bisontine {'ID': 21123, 'name': 'Entente Sportive Bisontine', 'betradarID': 190912, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 5.80",,,,
HANDBALL,JS Cherbourg Manche HB - Bordeaux Bruges Lormont Handball,2023-03-24 20:30:00,,"JS Cherbourg Manche HB - Bordeaux Bruges Lormont Handball JS Cherbourg Manche HB  1.75
7.80
JS Cherbourg Manche HB - Bordeaux Bruges Lormont Handball {'ID': 289758, 'name': 'Bordeaux Bruges Lormont Handball', 'betradarID': 924067, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.50",,,,
HANDBALL,Pontault Combault - Entente Strasbourg Schiltigheim Alsace HB,2023-03-24 20:30:00,,"Pontault Combault - Entente Strasbourg Schiltigheim Alsace HB Pontault Combault  1.04
20.00
Pontault Combault - Entente Strasbourg Schiltigheim Alsace HB {'ID': 119503, 'name': 'Entente Strasbourg Schiltigheim Alsace HB', 'betradarID': 190918, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 11.00",,,,
HANDBALL,Tremblay - Frontignan Thau Handball,2023-03-24 20:30:00,,"Tremblay - Frontignan Thau Handball Tremblay  1.66
8.00
Tremblay - Frontignan Thau Handball {'ID': 290179, 'name': 'Frontignan Thau Handball', 'betradarID': 287297, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.65",,,,
HANDBALL,US Ivry Handball - Pays Aix Universite Club Handball,2023-03-24 20:30:00,,"US Ivry Handball - Pays Aix Universite Club Handball US Ivry Handball  2.70
8.00
US Ivry Handball - Pays Aix Universite Club Handball {'ID': 3530, 'name': 'Pays Aix Universite Club Handball', 'betradarID': 74335, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.66",,,,
HANDBALL,Selestat - US Creteil Handball,2023-03-24 20:30:00,,"Selestat - US Creteil Handball Selestat  2.18
7.80
Selestat - US Creteil Handball {'ID': 3462, 'name': 'US Creteil Handball', 'betradarID': 6603, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.96",,,,
HANDBALL,IR Reykjavik - Stjarnan,2023-03-24 20:30:00,,"IR Reykjavik - Stjarnan IR Reykjavik  5.40
12.00
IR Reykjavik - Stjarnan {'ID': 44069, 'name': 'Stjarnan', 'betradarID': 284587, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.20",,,,
HANDBALL,OGC Nice Cote D'Azur (V) - HBC ST Amand Les Eaux Porte DU Hainaut (V),2023-03-24 20:30:00,,"OGC Nice Cote D'Azur (V) - HBC ST Amand Les Eaux Porte DU Hainaut (V) OGC Nice Cote D'Azur (V)  1.18
14.00
OGC Nice Cote D'Azur (V) - HBC ST Amand Les Eaux Porte DU Hainaut (V) {'ID': 117866, 'name': 'HBC ST Amand Les Eaux Porte DU Hainaut (V)', 'betradarID': 406155, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 5.40",,,,
HANDBALL,Villeurbanne HB - Grand Nancy Asptt,2023-03-24 21:00:00,,"Villeurbanne HB - Grand Nancy Asptt Villeurbanne HB  2.60
8.40
Villeurbanne HB - Grand Nancy Asptt {'ID': 30501, 'name': 'Grand Nancy Asptt', 'betradarID': 87714, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.68",,,,
HANDBALL,BM Sinfin - Fraikin BM Granollers,2023-03-24 21:30:00,,"BM Sinfin - Fraikin BM Granollers BM Sinfin  4.40
10.00
BM Sinfin - Fraikin BM Granollers {'ID': 3136, 'name': 'Fraikin BM Granollers', 'betradarID': 3978, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.29",,,,
ICEHOCKEY,Slovan Bratislava B - HC 19 Humenne,2023-03-24 13:45:00,,"Slovan Bratislava B - HC 19 Humenne Slovan Bratislava B  3.75
4.20
Slovan Bratislava B - HC 19 Humenne {'ID': 245180, 'name': 'HC 19 Humenne', 'betradarID': 748269, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.74",,,,
ICEHOCKEY,Slovan Bratislava B - HC 19 Humenne,2023-03-24 13:45:00,,"Slovan Bratislava B - HC 19 Humenne Slovan Bratislava B  3.75
4.20
Slovan Bratislava B - HC 19 Humenne {'ID': 245180, 'name': 'HC 19 Humenne', 'betradarID': 748269, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.74",,,,
ICEHOCKEY,Slovan Bratislava B - HC 19 Humenne,2023-03-24 13:45:00,,"Slovan Bratislava B - HC 19 Humenne Slovan Bratislava B  3.75
4.20
Slovan Bratislava B - HC 19 Humenne {'ID': 245180, 'name': 'HC 19 Humenne', 'betradarID': 748269, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.74",,,,
ICEHOCKEY,Slovan Bratislava B - HC 19 Humenne,2023-03-24 13:45:00,,"Slovan Bratislava B - HC 19 Humenne Slovan Bratislava B  3.75
4.20
Slovan Bratislava B - HC 19 Humenne {'ID': 245180, 'name': 'HC 19 Humenne', 'betradarID': 748269, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.74",,,,
ICEHOCKEY,Slovan Bratislava B - HC 19 Humenne,2023-03-24 13:45:00,,"Slovan Bratislava B - HC 19 Humenne Slovan Bratislava B  3.75
4.20
Slovan Bratislava B - HC 19 Humenne {'ID': 245180, 'name': 'HC 19 Humenne', 'betradarID': 748269, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.74",,,,
ICEHOCKEY,Slovan Bratislava B - HC 19 Humenne,2023-03-24 13:45:00,,"Slovan Bratislava B - HC 19 Humenne Slovan Bratislava B  3.75
4.20
Slovan Bratislava B - HC 19 Humenne {'ID': 245180, 'name': 'HC 19 Humenne', 'betradarID': 748269, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.74",,,,
ICEHOCKEY,Slovan Bratislava B - HC 19 Humenne,2023-03-24 13:45:00,,"Slovan Bratislava B - HC 19 Humenne Slovan Bratislava B  3.75
4.20
Slovan Bratislava B - HC 19 Humenne {'ID': 245180, 'name': 'HC 19 Humenne', 'betradarID': 748269, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.74",,,,
ICEHOCKEY,HC Liberec - Mountfield HK,2023-03-24 17:00:00,,"HC Liberec - Mountfield HK HC Liberec  2.20
3.90
HC Liberec - Mountfield HK {'ID': 2212, 'name': 'Mountfield HK', 'betradarID': 3877, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.75",,,,
ICEHOCKEY,HC Liberec - Mountfield HK,2023-03-24 17:00:00,,"HC Liberec - Mountfield HK HC Liberec  2.20
3.90
HC Liberec - Mountfield HK {'ID': 2212, 'name': 'Mountfield HK', 'betradarID': 3877, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.75",,,,
ICEHOCKEY,HC Liberec - Mountfield HK,2023-03-24 17:00:00,,"HC Liberec - Mountfield HK HC Liberec  2.20
3.90
HC Liberec - Mountfield HK {'ID': 2212, 'name': 'Mountfield HK', 'betradarID': 3877, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.75",,,,
ICEHOCKEY,HC Liberec - Mountfield HK,2023-03-24 17:00:00,,"HC Liberec - Mountfield HK HC Liberec  2.20
3.90
HC Liberec - Mountfield HK {'ID': 2212, 'name': 'Mountfield HK', 'betradarID': 3877, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.75",,,,
ICEHOCKEY,HC Liberec - Mountfield HK,2023-03-24 17:00:00,,"HC Liberec - Mountfield HK HC Liberec  2.20
3.90
HC Liberec - Mountfield HK {'ID': 2212, 'name': 'Mountfield HK', 'betradarID': 3877, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.75",,,,
ICEHOCKEY,HC Liberec - Mountfield HK,2023-03-24 17:00:00,,"HC Liberec - Mountfield HK HC Liberec  2.20
3.90
HC Liberec - Mountfield HK {'ID': 2212, 'name': 'Mountfield HK', 'betradarID': 3877, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.75",,,,
ICEHOCKEY,HC Liberec - Mountfield HK,2023-03-24 17:00:00,,"HC Liberec - Mountfield HK HC Liberec  2.20
3.90
HC Liberec - Mountfield HK {'ID': 2212, 'name': 'Mountfield HK', 'betradarID': 3877, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 2.75",,,,
ICEHOCKEY,HIFK Hockey - Lukko Rauma,2023-03-24 17:30:00,,"HIFK Hockey - Lukko Rauma HIFK Hockey  1.86
3.90
HIFK Hockey - Lukko Rauma {'ID': 2134, 'name': 'Lukko Rauma', 'betradarID': 3843, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.65",,,,
ICEHOCKEY,HIFK Hockey - Lukko Rauma,2023-03-24 17:30:00,,"HIFK Hockey - Lukko Rauma HIFK Hockey  1.86
3.90
HIFK Hockey - Lukko Rauma {'ID': 2134, 'name': 'Lukko Rauma', 'betradarID': 3843, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.65",,,,
ICEHOCKEY,HIFK Hockey - Lukko Rauma,2023-03-24 17:30:00,,"HIFK Hockey - Lukko Rauma HIFK Hockey  1.86
3.90
HIFK Hockey - Lukko Rauma {'ID': 2134, 'name': 'Lukko Rauma', 'betradarID': 3843, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.65",,,,
ICEHOCKEY,HIFK Hockey - Lukko Rauma,2023-03-24 17:30:00,,"HIFK Hockey - Lukko Rauma HIFK Hockey  1.86
3.90
HIFK Hockey - Lukko Rauma {'ID': 2134, 'name': 'Lukko Rauma', 'betradarID': 3843, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.65",,,,
ICEHOCKEY,HIFK Hockey - Lukko Rauma,2023-03-24 17:30:00,,"HIFK Hockey - Lukko Rauma HIFK Hockey  1.86
3.90
HIFK Hockey - Lukko Rauma {'ID': 2134, 'name': 'Lukko Rauma', 'betradarID': 3843, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.65",,,,
ICEHOCKEY,HIFK Hockey - Lukko Rauma,2023-03-24 17:30:00,,"HIFK Hockey - Lukko Rauma HIFK Hockey  1.86
3.90
HIFK Hockey - Lukko Rauma {'ID': 2134, 'name': 'Lukko Rauma', 'betradarID': 3843, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.65",,,,
ICEHOCKEY,HIFK Hockey - Lukko Rauma,2023-03-24 17:30:00,,"HIFK Hockey - Lukko Rauma HIFK Hockey  1.86
3.90
HIFK Hockey - Lukko Rauma {'ID': 2134, 'name': 'Lukko Rauma', 'betradarID': 3843, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.65",,,,
ICEHOCKEY,Kookoo - Tappara Tampere,2023-03-24 17:30:00,,"Kookoo - Tappara Tampere Kookoo  5.20
4.60
Kookoo - Tappara Tampere {'ID': 2215, 'name': 'Tappara Tampere', 'betradarID': 3834, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.51",,,,
ICEHOCKEY,Kookoo - Tappara Tampere,2023-03-24 17:30:00,,"Kookoo - Tappara Tampere Kookoo  5.20
4.60
Kookoo - Tappara Tampere {'ID': 2215, 'name': 'Tappara Tampere', 'betradarID': 3834, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.51",,,,
ICEHOCKEY,Kookoo - Tappara Tampere,2023-03-24 17:30:00,,"Kookoo - Tappara Tampere Kookoo  5.20
4.60
Kookoo - Tappara Tampere {'ID': 2215, 'name': 'Tappara Tampere', 'betradarID': 3834, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.51",,,,
ICEHOCKEY,Kookoo - Tappara Tampere,2023-03-24 17:30:00,,"Kookoo - Tappara Tampere Kookoo  5.20
4.60
Kookoo - Tappara Tampere {'ID': 2215, 'name': 'Tappara Tampere', 'betradarID': 3834, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.51",,,,
ICEHOCKEY,Kookoo - Tappara Tampere,2023-03-24 17:30:00,,"Kookoo - Tappara Tampere Kookoo  5.20
4.60
Kookoo - Tappara Tampere {'ID': 2215, 'name': 'Tappara Tampere', 'betradarID': 3834, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.51",,,,
ICEHOCKEY,Kookoo - Tappara Tampere,2023-03-24 17:30:00,,"Kookoo - Tappara Tampere Kookoo  5.20
4.60
Kookoo - Tappara Tampere {'ID': 2215, 'name': 'Tappara Tampere', 'betradarID': 3834, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.51",,,,
ICEHOCKEY,Kookoo - Tappara Tampere,2023-03-24 17:30:00,,"Kookoo - Tappara Tampere Kookoo  5.20
4.60
Kookoo - Tappara Tampere {'ID': 2215, 'name': 'Tappara Tampere', 'betradarID': 3834, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.51",,,,
ICEHOCKEY,Ässät Pori - Ilves Tampere,2023-03-24 17:30:00,,"Ässät Pori - Ilves Tampere Ässät Pori  3.80
3.85
Ässät Pori - Ilves Tampere {'ID': 2036, 'name': 'Ilves Tampere', 'betradarID': 3841, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.82",,,,
ICEHOCKEY,Ässät Pori - Ilves Tampere,2023-03-24 17:30:00,,"Ässät Pori - Ilves Tampere Ässät Pori  3.80
3.85
Ässät Pori - Ilves Tampere {'ID': 2036, 'name': 'Ilves Tampere', 'betradarID': 3841, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.82",,,,
ICEHOCKEY,Ässät Pori - Ilves Tampere,2023-03-24 17:30:00,,"Ässät Pori - Ilves Tampere Ässät Pori  3.80
3.85
Ässät Pori - Ilves Tampere {'ID': 2036, 'name': 'Ilves Tampere', 'betradarID': 3841, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.82",,,,
ICEHOCKEY,Ässät Pori - Ilves Tampere,2023-03-24 17:30:00,,"Ässät Pori - Ilves Tampere Ässät Pori  3.80
3.85
Ässät Pori - Ilves Tampere {'ID': 2036, 'name': 'Ilves Tampere', 'betradarID': 3841, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.82",,,,
ICEHOCKEY,Ässät Pori - Ilves Tampere,2023-03-24 17:30:00,,"Ässät Pori - Ilves Tampere Ässät Pori  3.80
3.85
Ässät Pori - Ilves Tampere {'ID': 2036, 'name': 'Ilves Tampere', 'betradarID': 3841, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.82",,,,
ICEHOCKEY,Ässät Pori - Ilves Tampere,2023-03-24 17:30:00,,"Ässät Pori - Ilves Tampere Ässät Pori  3.80
3.85
Ässät Pori - Ilves Tampere {'ID': 2036, 'name': 'Ilves Tampere', 'betradarID': 3841, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.82",,,,
ICEHOCKEY,Ässät Pori - Ilves Tampere,2023-03-24 17:30:00,,"Ässät Pori - Ilves Tampere Ässät Pori  3.80
3.85
Ässät Pori - Ilves Tampere {'ID': 2036, 'name': 'Ilves Tampere', 'betradarID': 3841, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 1.82",,,,
ICEHOCKEY,Roki - IPK,2023-03-24 17:30:00,,"Roki - IPK Roki  1.72
4.40
Roki - IPK {'ID': 43990, 'name': 'IPK', 'betradarID': 284647, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.70",,,,
ICEHOCKEY,Roki - IPK,2023-03-24 17:30:00,,"Roki - IPK Roki  1.72
4.40
Roki - IPK {'ID': 43990, 'name': 'IPK', 'betradarID': 284647, 'colorHomeShirt': '', 'colorHomePants': '', 'colorAwayShirt': '', 'colorAwayPants': ''} 3.70",,,,
